Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,116284638,18,16,1253,2369,545,0,69.61111111,164.2169078,1209,0,148.0625,346.0143482,31.14770844,0.292385999,3523776.909,4703519.556,10000000,137,116000000,6840272.824,4641832.943,10100000,1488,112000000,7439220.733,4583298.714,10100000,358,0,0,0,0,372,464,0.154792587,0.137593411,0,1209,103.4857143,261.0774475,68161.43361,0,0,0,1,0,0,0,0,0,106.5294118,69.61111111,148.0625,372,0,0,0,0,0,0,18,1253,16,2369,8192,140,14,20,160866.1818,178326.5423,698539,106754,9983532.727,63221.82283,10000000,9794463,BENIGN
21,215,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,65116.27907,13953.48837,107.5,31.81980515,130,85,215,215.0,0.0,215,215,0,0.0,0.0,0,0,1,0,0,0,64,20,9302.325581,4651.162791,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
22,1481023,35,40,2632,6634,408,0,75.2,106.5205862,976,0,165.85,325.1423791,6256.486226,50.64067202,20013.82432,115240.4271,967757,1,1481023,43559.5,182032.587,1010554,3,513188,13158.66667,38444.31304,211967,1,0,0,0,0,724,824,23.63231361,27.00835841,0,976,121.9210526,249.7258637,62363.00702,0,0,0,1,0,0,0,0,1,123.5466667,75.2,165.85,724,0,0,0,0,0,0,35,2632,40,6634,8192,245,24,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61320,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,5283.757339,65.23157208,20440.0,35358.95837,61269,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,64,32.61578604,32.61578604,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,15330,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,6262.23092,130.4631442,15330.0,0.0,15330,15330,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,65.23157208,65.23157208,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51420,745,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2684.563758,745.0,0.0,745,745,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1342.281879,1342.281879,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,247,259,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58826,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,972,319,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,20805,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,96.1307378,20805.0,0.0,20805,20805,20805,20805.0,0.0,20805,20805,0,0.0,0.0,0,0,0,0,0,0,40,0,96.1307378,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,64240,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,193764,36,48,871,63072,389,0,24.19444444,79.26657355,2896,0,1314.0,498.0003418,330004.5416,433.517062,2334.506024,7401.779729,38513,1,193764,5536.114286,11125.74684,38607,1,162637,3460.361702,10298.76792,51147,48,0,0,0,0,1164,1544,185.7930266,247.7240354,0,2896,752.2705882,745.3934625,555611.414,0,0,0,1,0,0,0,0,1,761.2261905,24.19444444,1314.0,1164,0,0,0,0,0,0,36,871,48,63072,65535,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,186,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1032258.065,21505.37634,62.0,66.12110102,134,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,10752.68817,10752.68817,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,174,2,2,86,196,43,43,43.0,0.0,98,98,98.0,0.0,1620689.655,22988.50575,58.0,60.62177826,123,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,11494.25287,11494.25287,43,98,65.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,81.25,43.0,98.0,64,0,0,0,0,0,0,2,86,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,103586461,23,19,652,18946,94,0,28.34782609,43.82154793,2055,38,997.1578947,660.7502691,189.1946091,0.405458393,2526499.049,8296023.592,32300000,1,104000000,4708475.5,11000000.0,32300000,1,104000000,5750375.222,12000000.0,32400000,2,1,0,0,0,736,608,0.222036739,0.183421654,0,2055,457.9302326,651.0625892,423882.495,0,1,0,0,1,0,0,0,0,468.8333333,28.34782609,997.1578947,736,0,0,0,0,0,0,23,652,19,18946,3467,12,6,32,118152.0,74105.5243,229292,79739,25800000.0,11000000.0,32300000,9360249,BENIGN
57532,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,4365,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5155499,4,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.16380587,1031099.8,1786777.595,4133629,79,5155499,1718499.667,2147855.944,4133629,22419,999485,999485.0,0.0,999485,999485,0,0,0,0,104,64,0.77587058,0.38793529,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,4,0,2,0,8192,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23610,2,2,156,312,78,78,78.0,0.0,156,156,156.0,0.0,19822.10928,169.4197374,7870.0,13625.17769,23603,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,84.7098687,84.7098687,78,156,109.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,136.5,78.0,156.0,64,0,0,0,0,0,0,2,156,2,312,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5563730,9,6,352,4908,195,0,39.11111111,71.67189903,1730,0,818.0,813.3781408,945.4089253,2.696033057,397409.2857,1454490.966,5450687,3,5563730,695466.25,1921517.716,5450687,3,49239,9847.8,12646.08118,25876,49,0,0,0,0,200,132,1.617619834,1.078413223,0,1730,328.75,613.6394707,376553.4,0,0,0,1,0,0,0,0,0,350.6666667,39.11111111,818.0,200,0,0,0,0,0,0,9,352,6,4908,29200,30,3,20,113040.0,0.0,113040,113040,5450687.0,0.0,5450687,5450687,BENIGN
80,17859902,7,6,780,695,396,0,111.4285714,189.9963659,356,0,115.8333333,179.5287349,82.58723928,0.727887533,1488325.167,3045822.86,9906730,120,12900000,2152204.833,3929946.381,9906730,5105,17800000,3554899.2,4172322.219,10100000,969,0,0,0,0,152,144,0.391939441,0.335948092,0,396,105.3571429,173.1520484,29981.63187,0,0,0,1,0,0,0,0,0,113.4615385,111.4285714,115.8333333,152,0,0,0,0,0,0,7,780,6,695,8192,245,3,20,3006499.0,0.0,3006499,3006499,9906730.0,0.0,9906730,9906730,BENIGN
443,3510619,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,48.13965856,1.709100304,702123.8,1512353.905,3407224,3,3510619,877654.75,1686899.409,3407224,3,0,0.0,0.0,0,0,1,0,0,0,100,20,1.424250253,0.284850051,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,100,0,0,0,0,0,0,5,123,1,46,258,360,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,91878,2,2,62,274,31,31,31.0,0.0,137,137,137.0,0.0,3657.023444,43.53599338,30626.0,53043.18998,91875,0,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,0,0,0,40,64,21.76799669,21.76799669,31,137,73.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,91.75,31.0,137.0,40,0,0,0,0,0,0,2,62,2,274,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,94197457,3,3,155,469,64,43,51.66666667,10.96965511,181,144,156.3333333,21.36195996,6.624382652,0.063695987,18800000.0,35500000.0,81700000,24506,94200000,47100000.0,49000000.0,81800000,12400000,94100000,47100000.0,49000000.0,81700000,12400000,0,0,0,0,96,96,0.031847994,0.031847994,43,181,96.0,58.12916652,3379.0,0,0,0,0,0,0,0,0,1,112.0,51.66666667,156.3333333,96,0,0,0,0,0,0,3,155,3,469,-1,-1,2,32,70317.0,13215.82574,79662,60972,47000000.0,49000000.0,81700000,12400000,BENIGN
53,114991,2,2,76,666,38,38,38.0,0.0,333,333,333.0,0.0,6452.678905,34.78533103,38330.33333,66386.62073,114987,0,0,0.0,0.0,0,0,4,4.0,0.0,4,4,0,0,0,0,40,64,17.39266551,17.39266551,38,333,156.0,161.5781545,26107.5,0,0,0,0,0,0,0,0,1,195.0,38.0,333.0,40,0,0,0,0,0,0,2,76,2,666,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56344,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,34867,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31187,1,1,76,92,76,76,76.0,0.0,92,92,92.0,0.0,5386.85991,64.12928464,31187.0,0.0,31187,31187,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.06464232,32.06464232,76,92,81.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,122.0,76.0,92.0,32,0,0,0,0,0,0,1,76,1,92,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58495,3,2,0,37,0,37,0,18.5,26.1629509,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,972,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52774,49,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,0,40816.32653,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59023,5,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,6200000.0,600000.0,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,0,0,0,0,60,0,600000.0,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,60,0,0,0,0,0,0,3,31,0,0,1114,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,219,2,2,76,176,38,38,38.0,0.0,88,88,88.0,0.0,1150684.932,18264.84018,73.0,43.31281566,123,47,49,49.0,0.0,49,49,47,47.0,0.0,47,47,0,0,0,0,72,64,9132.420091,9132.420091,38,88,58.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,72.5,38.0,88.0,72,0,0,0,0,0,0,2,76,2,176,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,192,2,2,64,128,32,32,32.0,0.0,64,64,64.0,0.0,1000000.0,20833.33333,64.0,71.3582511,142,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,0,0,64,64,10416.66667,10416.66667,32,64,44.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,56.0,32.0,64.0,64,0,0,0,0,0,0,2,64,2,128,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,88846,7,8,1561,811,1253,0,223.0,462.2084667,597,0,101.375,203.6200506,26697.88173,168.8314612,6346.142857,11793.37035,28404,1,59290,9881.666667,14426.52579,28514,4,60442,8634.571429,14031.80858,29236,1,0,0,0,0,160,164,78.78801522,90.04344596,0,1253,148.25,331.7345324,110047.8,0,0,0,1,0,0,0,0,1,158.1333333,223.0,101.375,160,0,0,0,0,0,0,7,1561,8,811,29200,65535,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
45554,43,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,23255.81395,23255.81395,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,65,338,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51509,189,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10582.01058,189.0,0.0,189,189,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5291.005291,5291.005291,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,176,2,2,90,172,45,45,45.0,0.0,86,86,86.0,0.0,1488636.364,22727.27273,58.66666667,96.41749495,170,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11363.63636,11363.63636,45,86,61.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,76.75,45.0,86.0,64,0,0,0,0,0,0,2,90,2,172,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
40422,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,679,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,99035118,2,2,89,169,54,35,44.5,13.43502884,99,70,84.5,20.50609665,2.605136493,0.040389713,33000000.0,56900000.0,98700000,36955,98800000,98800000.0,0.0,98800000,98800000,99000000,99000000.0,0.0,99000000,99000000,0,0,0,0,52,64,0.020194857,0.020194857,35,99,62.4,23.92279248,572.3,0,0,0,0,0,0,0,0,1,78.0,44.5,84.5,52,0,0,0,0,0,0,2,89,2,169,-1,-1,1,20,36955.0,0.0,36955,36955,98700000.0,0.0,98700000,98700000,BENIGN
54775,889,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,34870.64117,3374.578178,444.5,622.9610742,885,4,889,444.5,622.9610742,885,4,0,0.0,0.0,0,0,0,0,0,0,60,0,3374.578178,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,60,0,0,0,0,0,0,3,31,0,0,63,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,87464004,2,2,93,323,48,45,46.5,2.121320344,174,149,161.5,17.67766953,4.756242351,0.0457331,29200000.0,50300000.0,87200000,62646,87300000,87300000.0,0.0,87300000,87300000,87400000,87400000.0,0.0,87400000,87400000,0,0,0,0,64,52,0.02286655,0.02286655,45,174,92.2,63.88818357,4081.7,0,0,0,0,0,0,0,0,1,115.25,46.5,161.5,64,0,0,0,0,0,0,2,93,2,323,-1,-1,1,32,62646.0,0.0,62646,62646,87200000.0,0.0,87200000,87200000,BENIGN
55545,29,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,68965.51724,29.0,0.0,29,29,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,34482.75862,34482.75862,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,946,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,418361,7,7,315,5125,189,0,45.0,78.97467949,1689,0,732.1428571,763.4152275,13003.1241,33.46392231,32181.61538,63583.43232,228719,43,418361,69726.83333,98093.57211,261791,1538,383555,63925.83333,91694.08111,228719,89,0,0,0,0,164,152,16.73196115,16.73196115,0,1689,362.6666667,616.8896251,380552.8095,0,0,0,1,0,0,0,0,1,388.5714286,45.0,732.1428571,164,0,0,0,0,0,0,7,315,7,5125,8192,55,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,79,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12658.22785,12658.22785,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
33814,23,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,43478.26087,43478.26087,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,357,791,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,167,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1940119.76,23952.09581,55.66666667,90.35670054,160,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,11976.0479,11976.0479,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,4055,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,493.2182491,4055.0,0.0,4055,4055,4055,4055.0,0.0,4055,4055,0,0.0,0.0,0,0,0,0,0,0,40,0,493.2182491,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,64130,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57206,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,180,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,243,2,2,88,250,44,44,44.0,0.0,125,125,125.0,0.0,1390946.502,16460.90535,81.0,135.9669077,238,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,64,64,8230.452675,8230.452675,44,125,76.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,95.5,44.0,125.0,64,0,0,0,0,0,0,2,88,2,250,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
46061,211,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9478.672986,211.0,0.0,211,211,211,211.0,0.0,211,211,0,0.0,0.0,0,0,0,0,0,0,64,0,9478.672986,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
38234,206,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9708.737864,206.0,0.0,206,206,206,206.0,0.0,206,206,0,0.0,0.0,0,0,0,0,0,0,64,0,9708.737864,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,218,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,64220.18349,13761.46789,109.0,82.02438662,167,51,218,218.0,0.0,218,218,0,0.0,0.0,0,0,1,0,0,0,64,20,9174.311927,4587.155963,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
443,117711125,38,48,804,67195,197,0,21.15789474,53.33804804,2820,0,1399.895833,814.0892115,577.6769188,0.730602141,1384836.765,8934729.33,58900000,4,118000000,3181381.757,13400000.0,58900000,4,118000000,2502167.426,12000000.0,59000000,4,0,0,0,0,772,972,0.322824202,0.407777939,0,2820,781.5977011,916.1931534,839409.8944,0,0,0,1,0,0,0,0,1,790.6860465,21.15789474,1399.895833,772,0,0,0,0,0,0,38,804,48,67195,8192,123,7,20,198743.5,161079.6319,312644,84843,58600000.0,466549.7613,58900000,58300000,BENIGN
389,17558552,90,55,14560,21402,1293,0,161.7777778,234.4800501,3069,0,389.1272727,500.2497174,2048.118774,8.258084152,121934.3889,926158.4447,10800000,0,17600000,197287.1011,1174240.761,10800000,1,17600000,325157.0185,1505219.599,10800000,2,0,0,0,0,2896,1776,5.125707405,3.132376747,0,3069,246.3150685,373.5421456,139533.7345,0,0,0,1,0,0,0,0,0,248.0137931,161.7777778,389.1272727,2896,0,0,0,0,0,0,90,14560,55,21402,29200,2079,48,32,6799327.0,0.0,6799327,6799327,10800000.0,0.0,10800000,10800000,BENIGN
443,64088459,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,1.15465407,0.031206867,64100000.0,0.0,64100000,64100000,64100000,64100000.0,0.0,64100000,64100000,0,0.0,0.0,0,0,1,0,0,0,64,0,0.031206867,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,0,55.5,37.0,0.0,64,0,0,0,0,0,0,2,74,0,0,65535,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55968,5755953,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.347466354,5755953.0,0.0,5755953,5755953,5755953,5755953.0,0.0,5755953,5755953,0,0.0,0.0,0,0,0,0,0,0,40,0,0.347466354,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5804,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,49779,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,2571.365435,40.17758493,49779.0,0.0,49779,49779,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.08879246,20.08879246,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,20,0,0,0,0,0,0,1,56,1,72,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4956304,8,8,925,3496,565,0,115.625,198.9543648,1484,0,437.0,644.31381,891.9953255,3.22821199,330420.2667,1180781.715,4595185,2,361109,51587.0,62555.30952,120289,214,4840211,691458.7143,1722313.486,4595185,2,0,0,0,0,264,264,1.614105995,1.614105995,0,1484,260.0588235,478.8036485,229252.9338,0,0,0,1,0,0,0,0,1,276.3125,115.625,437.0,264,0,0,0,0,0,0,8,925,8,3496,29200,254,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,62087,2,2,94,220,47,47,47.0,0.0,110,110,110.0,0.0,5057.419428,64.42572519,20695.66667,35812.17453,62048,4,35,35.0,0.0,35,35,4,4.0,0.0,4,4,0,0,0,0,64,64,32.2128626,32.2128626,47,110,72.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,90.25,47.0,110.0,64,0,0,0,0,0,0,2,94,2,220,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52581,39,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25641.02564,25641.02564,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,60,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31381,2,2,82,254,41,41,41.0,0.0,127,127,127.0,0.0,10707.11577,127.4656639,10460.33333,18115.23073,31378,1,2,2.0,0.0,2,2,1,1.0,0.0,1,1,0,0,0,0,64,80,63.73283197,63.73283197,41,127,75.4,47.10413995,2218.8,0,0,0,0,0,0,0,0,1,94.25,41.0,127.0,64,0,0,0,0,0,0,2,82,2,254,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
